"time","dayOfWeek","weekDay","workHour","people","occupancyNote","inCo2","inPressure","inTemp","inHumid","inPart2_5","inPart10","outHumid","outTemp","outPressure","windSpeed","peopleEvery30Min","dCo2since30Min","dMinSince30Min","people2Bin","people2Bin01","people2EqualBin","people3Bin","people3EqualBin","peopleChange","halfHour","halfHour2","people_dlag1","people_dlead1","inCo2_dlag1","inCo2_dlead1","inPressure_dlag1","inPressure_dlead1","inTemp_dlag1","inTemp_dlead1","inHumid_dlag1","inHumid_dlead1","inPart2_5_dlag1","inPart2_5_dlead1","inPart10_dlag1","inPart10_dlead1","outHumid_dlag1","outHumid_dlead1","outTemp_dlag1","outTemp_dlead1","outPressure_dlag1","outPressure_dlead1","windSpeed_dlag1","windSpeed_dlead1","ventilationA","ventilationB1","ventilationB2"
2022-06-23 12:29:00,"Thursday","weekday","working",0.773913043478261,"",0.83340919435594,0.12,0.125,0.347826086956522,0.25,0.25,0.204835195401233,0.815899581589958,0.133588831097732,0.253481894150418,0.862745098039216,0.462905375388716,0.166666666666667,"occupied",1,"4-and-higher","20-and-higher","6-and-higher","increase",2022-06-23 12:30:00,"12:30",0.255474452554745,0.262773722627737,0.106075216972035,0.106075216972035,0.357142857142857,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.666666666666667,0.5,0.75,0.39711278680592,0.39711278680592,0.360995850622407,0.360995850622407,0.413621262458475,0.413621262458467,0.650704225352113,0.650704225352113,1,1,0
2022-06-23 12:33:00,"Thursday","weekday","working",0.791304347826087,"",0.850705507510241,0.12,0.125,0.347826086956522,0.5,0.5,0.204835195401233,0.815899581589958,0.132767588283603,0.242339832869081,0.862745098039216,0.496668147490004,0.333333333333333,"occupied",1,"4-and-higher","20-and-higher","6-and-higher","increase",2022-06-23 12:30:00,"12:30",0.262773722627737,0.233576642335766,0.106075216972035,0.116200578592093,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.666666666666667,0.333333333333333,0.75,0.25,0.39711278680592,0.39711278680592,0.360995850622407,0.360995850622407,0.413621262458467,0.413621262458475,0.650704225352113,0.650704225352113,1,1,0
2022-06-23 12:37:00,"Thursday","weekday","working",0.773913043478261,"",0.877560309512972,0.12,0.125,0.347826086956522,0.25,0.25,0.204835195401233,0.815899581589958,0.131946345469478,0.231197771587744,0.862745098039216,0.549089293647268,0.5,"occupied",1,"4-and-higher","20-and-higher","6-and-higher","decrease",2022-06-23 13:00:00,"13:00",0.233576642335766,0.182481751824818,0.116200578592093,0.0949855351976856,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.333333333333333,0.5,0.25,0.5,0.39711278680592,0.39711278680592,0.360995850622407,0.360995850622407,0.413621262458475,0.413621262458475,0.650704225352113,0.650704225352113,1,1,0
2022-06-23 12:41:00,"Thursday","weekday","working",0.695652173913043,"",0.884387801547565,0.12,0.125,0.347826086956522,0.25,0.25,0.204835195401233,0.815899581589958,0.131125102655354,0.220055710306407,0.862745098039216,0.56241670368725,0.666666666666667,"occupied",1,"4-and-higher","20-and-higher","6-and-higher","decrease",2022-06-23 13:00:00,"13:00",0.182481751824818,0.211678832116788,0.0949855351976856,0.0973963355834137,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.5,0.39711278680592,0.39711278680592,0.360995850622407,0.360995850622407,0.413621262458475,0.413621262458475,0.650704225352113,0.650704225352113,1,1,0
2022-06-23 12:45:00,"Thursday","weekday","working",0.652173913043478,"",0.893491124260355,0.12,0.125,0.347826086956522,0.25,0.25,0.204835195401233,0.815899581589958,0.130303859841229,0.20891364902507,0.862745098039216,0.58018658374056,0.833333333333333,"occupied",1,"4-and-higher","10-to-19","6-and-higher","decrease",2022-06-23 13:00:00,"13:00",0.211678832116788,0.18978102189781,0.0973963355834137,0.0916104146576663,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.5,0.39711278680592,0.39711278680592,0.360995850622407,0.360995850622407,0.413621262458475,0.413621262458475,0.650704225352113,0.650704225352113,1,1,0
2022-06-23 12:49:00,"Thursday","weekday","working",0.582608695652174,"",0.897132453345471,0.12,0.125,0.347826086956522,0.25,0.25,0.204835195401233,0.815899581589958,0.129482617027105,0.197771587743733,0.862745098039216,0.587294535761884,1,"occupied",1,"4-and-higher","10-to-19","6-and-higher","decrease",2022-06-23 13:00:00,"13:00",0.18978102189781,0.226277372262774,0.0916104146576663,0.079556412729026,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.5,0.39711278680592,0.39711278680592,0.360995850622407,0.360995850622407,0.413621262458475,0.413621262458467,0.650704225352113,0.650704225352113,1,1,0
2022-06-23 12:53:00,"Thursday","weekday","working",0.556521739130435,"",0.889394629039599,0.12,0.125,0.347826086956522,0.25,0.25,0.204835195401233,0.815899581589958,0.128661374212975,0.186629526462396,0.627450980392157,0.429142603287428,0,"occupied",1,"4-and-higher","10-to-19","6-and-higher","decrease",2022-06-23 13:00:00,"13:00",0.226277372262774,0.0802919708029197,0.079556412729026,0.0829315332690453,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.666666666666667,0.5,0.75,0.39711278680592,0.390056050647203,0.360995850622407,0.369294605809129,0.413621262458467,0.413621262458475,0.650704225352113,0.650704225352113,1,1,0
2022-06-23 12:57:00,"Thursday","weekday","working",0.356521739130435,"",0.884842967683204,0.12,0.125,0.347826086956522,0.5,0.5,0.198750637429883,0.824267782426778,0.127840131398851,0.175487465181058,0.627450980392157,0.420257663260773,0.166666666666667,"occupied",1,"4-and-higher","10-to-19","6-and-higher","decrease",2022-06-23 13:00:00,"13:00",0.0802919708029197,0.27007299270073,0.0829315332690453,0.0810028929604629,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.666666666666667,0.333333333333333,0.75,0.25,0.390056050647203,0.382999314488488,0.369294605809129,0.377593360995851,0.413621262458475,0.413399778516061,0.650704225352113,0.653521126760563,1,1,0
2022-06-23 13:01:00,"Thursday","weekday","working",0.382608695652174,"",0.878470641784251,0.12,0.125,0.347826086956522,0.25,0.25,0.186581521487182,0.841004184100418,0.126882014782372,0.167130919220056,0.627450980392157,0.407818747223456,0.333333333333333,"occupied",1,"4-and-higher","10-to-19","6-and-higher","increase",2022-06-23 13:00:00,"13:00",0.27007299270073,0.218978102189781,0.0810028929604629,0.0872709739633558,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.5,0.333333333333333,0.5,0.25,0.5,0.382999314488488,0.382999314488487,0.377593360995851,0.377593360995851,0.413399778516061,0.412735326688819,0.653521126760563,0.661971830985915,1,1,0
2022-06-23 13:05:00,"Thursday","weekday","working",0.347826086956522,"",0.878015475648612,0.12,0.125,0.391304347826087,0.25,0.25,0.174412405544481,0.857740585774059,0.125513276758831,0.167130919220056,0.627450980392157,0.406930253220791,0.5,"occupied",1,"4-and-higher","10-to-19","6-and-higher","decrease",2022-06-23 13:30:00,"13:30",0.218978102189781,0.116788321167883,0.0872709739633558,0.10655737704918,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.5,0.416666666666667,0.5,0.5,0.5,0.5,0.382999314488487,0.382999314488487,0.377593360995851,0.377593360995851,0.412735326688819,0.412735326688811,0.661971830985915,0.661971830985915,1,1,0
2022-06-23 13:09:00,"Thursday","weekday","working",0.191304347826087,"",0.895766954938553,0.12,0.125,0.391304347826087,0.25,0.25,0.16224328960178,0.874476987447699,0.124144538735285,0.167130919220056,0.627450980392157,0.441581519324745,0.666666666666667,"occupied",1,"4-and-higher","0-to-9","2-to-5","decrease",2022-06-23 13:30:00,"13:30",0.116788321167883,0.175182481751825,0.10655737704918,0.0896817743490839,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.5,0.382999314488487,0.382999314488488,0.377593360995851,0.377593360995851,0.412735326688811,0.412735326688819,0.661971830985915,0.661971830985915,1,1,0
2022-06-23 13:13:00,"Thursday","weekday","working",0.104347826086957,"",0.897587619481111,0.12,0.125,0.391304347826087,0.25,0.25,0.150074173659079,0.891213389121339,0.122775800711744,0.167130919220056,0.627450980392157,0.445135495335406,0.833333333333333,"occupied",1,"0-to-3","0-to-9","2-to-5","decrease",2022-06-23 13:30:00,"13:30",0.175182481751825,0.277372262773723,0.0896817743490839,0.0617164898746384,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.5,0.382999314488488,0.382999314488487,0.377593360995851,0.377593360995851,0.412735326688819,0.412735326688819,0.661971830985915,0.661971830985915,1,1,0
2022-06-23 13:17:00,"Thursday","weekday","working",0.139130434782609,"",0.873008648156577,0.12,0.125,0.391304347826087,0.25,0.25,0.137905057716378,0.907949790794979,0.121407062688203,0.167130919220056,0.627450980392157,0.39715681919147,1,"occupied",1,"4-and-higher","0-to-9","2-to-5","increase",2022-06-23 13:30:00,"13:30",0.277372262773723,0.248175182481752,0.0617164898746384,0.0742526518804243,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.416666666666667,0.416666666666667,0.5,0.5,0.5,0.5,0.382999314488487,0.382999314488488,0.377593360995851,0.377593360995851,0.412735326688819,0.412735326688819,0.661971830985915,0.661971830985915,1,1,0
