 STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  380,20220328,   19,  360,   30,   30,   50,  128,     ,   56,    0,    0,    0,    0,10184,   64,    8,   61,     ,    5,    0,    0,    0,    0,    0
  380,20220328,   20,   10,   30,   20,   50,  114,     ,   58,    0,    0,    0,    0,10180,   65,    8,   68,     ,    5,    0,    0,    0,    0,    0
  380,20220328,   21,   30,   20,   30,   40,   98,     ,   51,    0,    0,    0,    0,10178,   65,    8,   72,     ,    5,    0,    0,    0,    0,    0
  380,20220328,   22,   30,   30,   20,   50,  101,     ,   49,    0,    0,    0,    0,10174,   64,    8,   69,     ,    5,    0,    0,    0,    0,    0
  380,20220328,   23,   10,   10,   10,   30,   97,     ,   52,    0,    0,    0,    0,10171,   64,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20220328,   24,   40,   10,   10,   20,   93,   54,   53,    0,    0,    0,    0,10164,   63,    8,   75,     ,    5,    0,    0,    0,    0,    0
  380,20220329,    1,   40,   20,   20,   30,   83,     ,   52,    0,    0,    0,    0,10159,   62,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20220329,    2,   50,   20,   20,   30,   87,     ,   57,    0,    0,    0,    0,10151,   60,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20220329,    3,   90,   20,   20,   40,   87,     ,   54,    0,    0,    0,    0,10145,   59,    8,   79,    4,    7,    0,    0,    0,    0,    0
  380,20220329,    4,   60,   20,   20,   30,   82,     ,   55,    0,    0,    0,    0,10139,   60,    8,   83,     ,    5,    0,    0,    0,    0,    0
  380,20220329,    5,  990,   20,   10,   40,   80,     ,   56,    0,    0,    0,    0,10136,   60,    8,   84,     ,    5,    0,    0,    0,    0,    0
  380,20220329,    6,   40,   10,   20,   20,   67,   51,   47,    0,    3,    0,    0,10132,   58,    8,   86,   10,    7,    0,    0,    0,    0,    0
  380,20220329,    7,   60,   30,   30,   40,   79,     ,   57,    0,   20,    0,    0,10133,   58,    8,   85,   10,    7,    0,    0,    0,    0,    0
  380,20220329,    8,   70,   30,   30,   60,   90,     ,   58,    0,   44,    0,    0,10133,   59,    8,   80,   10,    7,    0,    0,    0,    0,    0
  380,20220329,    9,   40,   30,   20,   50,  110,     ,   64,    6,  109,    0,    0,10130,   60,    8,   73,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   10,   40,   30,   50,   60,  118,     ,   63,    6,  154,    0,    0,10123,   61,    8,   68,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   11,   40,   50,   50,   70,  126,     ,   62,    0,  127,    0,    0,10116,   62,    8,   65,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   12,   30,   40,   40,   70,  134,   52,   60,    4,  175,    0,    0,10111,   64,    8,   61,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   13,   20,   50,   50,   80,  132,     ,   71,    6,  158,    0,    0,10104,   49,    8,   66,    4,    7,    0,    0,    0,    0,    0
  380,20220329,   14,   40,   50,   50,   80,  126,     ,   66,    4,  141,    0,    0,10097,   56,    8,   66,    4,    7,    0,    0,    0,    0,    0
  380,20220329,   15,   40,   50,   50,   70,  126,     ,   63,    9,  114,    0,    0,10093,   50,    8,   65,    4,    7,    0,    0,    0,    0,    0
  380,20220329,   16,   30,   50,   40,   70,  123,     ,   48,    3,   70,    0,    0,10087,   62,    8,   60,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   17,   50,   50,   50,   70,  116,     ,   44,    2,   33,    0,    0,10082,   64,    8,   61,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   18,   40,   50,   40,   70,  105,   96,   38,    3,    8,    0,    0,10083,   62,    8,   63,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   19,   40,   40,   40,   60,  104,     ,   31,    0,    0,    0,    0,10084,   68,    8,   60,     ,    5,    0,    0,    0,    0,    0
  380,20220329,   20,   60,   30,   20,   50,   95,     ,   44,    0,    0,    0,   -1,10084,   63,    8,   70,   57,    7,    0,    1,    0,    0,    0
  380,20220329,   21,   60,   20,   20,   40,   89,     ,   49,    0,    0,    0,   -1,10079,   61,    8,   75,   51,    7,    0,    1,    0,    0,    0
  380,20220329,   22,   40,   30,   20,   40,   84,     ,   47,    0,    0,    0,   -1,10076,   61,    8,   77,   51,    7,    0,    1,    0,    0,    0
  380,20220329,   23,   40,   30,   30,   50,   86,     ,   49,    0,    0,    0,   -1,10074,   60,    8,   77,   57,    7,    0,    1,    0,    0,    0
  380,20220329,   24,   60,   30,   30,   50,   80,   72,   47,    0,    0,    0,   -1,10069,   60,    8,   79,   51,    7,    0,    1,    0,    0,    0
  380,20220330,    1,   40,   30,   30,   50,   74,     ,   44,    0,    0,    0,   -1,10065,   60,    8,   80,   51,    7,    0,    1,    0,    0,    0
  380,20220330,    2,   50,   30,   30,   40,   73,     ,   36,    0,    0,    0,   -1,10059,   61,    8,   76,   23,    7,    0,    1,    0,    0,    0
  380,20220330,    3,   40,   40,   30,   60,   68,     ,   31,    0,    0,    0,    0,10055,   61,    8,   77,    2,    7,    0,    0,    0,    0,    0
  380,20220330,    4,   50,   40,   40,   50,   65,     ,   28,    0,    0,    0,    0,10053,   60,    8,   76,     ,    5,    0,    0,    0,    0,    0
  380,20220330,    5,   40,   30,   40,   50,   53,     ,   24,    0,    0,    0,    0,10049,   60,    8,   81,     ,    5,    0,    0,    0,    0,    0
  380,20220330,    6,   40,   40,   40,   50,   53,   44,   25,    0,    4,    0,    0,10052,   59,    8,   81,   10,    7,    0,    0,    0,    0,    0
  380,20220330,    7,   30,   40,   40,   50,   55,     ,   27,    0,   27,    0,    0,10054,   59,    8,   82,   10,    7,    0,    0,    0,    0,    0
  380,20220330,    8,   50,   40,   40,   70,   68,     ,   33,    2,   62,    0,    0,10053,   59,    8,   78,    4,    7,    0,    0,    0,    0,    0
  380,20220330,    9,   50,   50,   50,   90,   83,     ,   31,    1,   91,    0,    0,10051,   62,    8,   69,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   10,   40,   50,   50,   80,   98,     ,   22,    8,  180,    0,    0,10049,   66,    8,   59,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   11,   70,   50,   50,   80,  117,     ,   17,    9,  226,    0,    0,10044,   76,    8,   50,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   12,   50,   40,   30,   80,  118,   47,   28,    9,  223,    0,    0,10038,   69,    8,   54,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   13,   70,   40,   40,   80,  124,     ,   20,    9,  220,    0,    0,10032,   73,    8,   49,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   14,   10,   40,   40,   70,  119,     ,   19,    5,  160,    0,    0,10024,   73,    8,   50,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   15,   30,   40,   40,   70,  119,     ,   18,    2,  104,    0,    0,10019,   70,    8,   49,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   16,   20,   30,   30,   60,  113,     ,   10,    2,   60,    0,    0,10017,   75,    8,   49,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   17,   30,   40,   40,   60,  105,     ,   11,    0,   18,    0,    0,10015,   76,    8,   52,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   18,   30,   50,   50,   70,   97,   90,   12,    0,    5,    0,    0,10016,   80,    8,   55,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   19,   40,   50,   60,   70,   90,     ,   21,    0,    0,    0,    0,10018,   80,    8,   61,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   20,   50,   60,   60,   90,   82,     ,   18,    0,    0,    0,    0,10019,   82,    8,   63,     ,    5,    0,    0,    0,    0,    0
  380,20220330,   21,   50,   40,   40,   80,   75,     ,   18,    0,    0,    0,   -1,10018,   80,    8,   67,   22,    7,    0,    1,    0,    0,    0
  380,20220330,   22,   40,   40,   40,   60,   70,     ,   22,    0,    0,    0,   -1,10015,   75,    8,   71,   51,    7,    0,    1,    0,    0,    0
  380,20220330,   23,   50,   30,   20,   50,   63,     ,   29,    0,    0,    0,   -1,10013,   67,    8,   78,   51,    7,    0,    1,    0,    0,    0
  380,20220330,   24,   30,   30,   20,   40,   60,   54,   26,    0,    0,    0,   -1,10008,   67,    8,   78,   23,    7,    0,    1,    0,    0,    0
  380,20220331,    1,   50,   20,   20,   30,   58,     ,   28,    0,    0,    0,   -1,10005,   64,    8,   80,   51,    7,    0,    1,    0,    0,    0
  380,20220331,    2,   80,   20,   10,   30,   55,     ,   33,    0,    0,   10,    2, 9999,   62,    8,   85,   51,    7,    0,    1,    0,    0,    0
  380,20220331,    3,  360,   10,   10,   30,   52,     ,   35,    0,    0,    8,    2, 9996,   60,    8,   88,   57,    7,    0,    1,    0,    0,    0
  380,20220331,    4,   10,   20,   20,   30,   48,     ,   28,    0,    0,    6,    1, 9991,   61,    8,   86,   51,    7,    0,    1,    0,    0,    0
  380,20220331,    5,   10,   20,   30,   40,   47,     ,   26,    0,    0,    0,   -1, 9991,   62,    8,   86,   23,    7,    0,    1,    0,    0,    0
  380,20220331,    6,   10,   30,   30,   40,   45,   41,   27,    0,    2,    0,   -1, 9991,   59,    8,   87,   23,    7,    0,    1,    0,    0,    0
  380,20220331,    7,  350,   40,   40,   60,   38,     ,   22,    0,   11,    0,    0, 9995,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  380,20220331,    8,  350,   50,   40,   70,   38,     ,   21,    0,   24,    0,    0, 9995,   57,    8,   88,   10,    7,    0,    0,    0,    0,    0
  380,20220331,    9,  340,   40,   40,   70,   34,     ,   21,    0,   23,    0,   -1, 9997,   57,    8,   91,   51,    7,    0,    1,    0,    0,    0
  380,20220331,   10,  340,   50,   50,   70,   24,     ,   15,    0,   20,    5,    1,10001,   57,    8,   93,   58,    7,    0,    1,    0,    0,    0
  380,20220331,   11,  330,   40,   30,   70,   18,     ,   11,    0,   24,   10,    3,10001,   58,    8,   94,   61,    7,    0,    1,    0,    0,    0
  380,20220331,   12,  330,   40,   40,   60,   27,   22,   18,    0,   38,   10,    2, 9999,   61,    8,   93,   61,    7,    0,    1,    0,    0,    0
  380,20220331,   13,  320,   40,   30,   60,   32,     ,   21,    0,   36,    9,    2, 9999,   62,    8,   92,   61,    7,    0,    1,    0,    0,    0
  380,20220331,   14,  310,   30,   40,   60,   32,     ,   17,    0,   26,   10,    3, 9998,   65,    8,   89,   61,    7,    0,    1,    0,    0,    0
  380,20220331,   15,  320,   30,   30,   60,   36,     ,   21,    0,   29,   10,    5, 9997,   68,    8,   89,   61,    7,    0,    1,    0,    0,    0
  380,20220331,   16,  300,   30,   30,   60,   33,     ,   18,    0,   15,   10,    7, 9998,   64,    8,   89,   57,    7,    0,    1,    0,    0,    0
  380,20220331,   17,  320,   30,   30,   50,   31,     ,   16,    0,    9,   10,    6, 9999,   62,    8,   89,   61,    7,    0,    1,    0,    0,    0
  380,20220331,   18,  350,   20,   20,   40,   29,   28,   18,    0,    7,    5,    4,10001,   62,    8,   92,   23,    7,    0,    1,    0,    0,    0
  380,20220331,   19,  310,   10,   10,   30,   29,     ,   18,    0,    0,    0,    0,10005,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  380,20220331,   20,   10,   10,   10,   20,   30,     ,   19,    0,    0,    0,    0,10007,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  380,20220331,   21,  350,   30,   20,   50,   28,     ,   18,    0,    0,    0,    0,10007,   65,    8,   93,     ,    5,    0,    0,    0,    0,    0
  380,20220331,   22,  360,   30,   30,   50,   23,     ,   13,    0,    0,    0,    0,10008,   65,    8,   92,     ,    5,    0,    0,    0,    0,    0
  380,20220331,   23,   10,   40,   40,   60,   18,     ,    7,    0,    0,    0,   -1,10010,   62,    8,   92,   51,    7,    0,    1,    0,    0,    0
  380,20220331,   24,  360,   30,   30,   50,   14,   15,    6,    0,    0,    0,   -1,10010,   50,    8,   94,   81,    7,    0,    1,    0,    0,    0
 
