Time,Datastream Name,Value
2022-03-21 21:18:00,PRESSURE,1037.0
2022-03-21 21:18:00,Temperature,20.0
2022-03-21 21:18:00,Relative Humidity,37.0
2022-03-21 21:18:00,Fine Particles 2_5,12.0
2022-03-21 21:18:00,Fine Particles 10,20.0
2022-03-21 21:18:00,ABC Status,1.0
2022-03-21 21:16:00,CO2,667.0
2022-03-21 21:16:00,PRESSURE,1037.0
2022-03-21 21:16:00,Temperature,20.0
2022-03-21 21:16:00,Relative Humidity,37.0
2022-03-21 21:16:00,Fine Particles 2_5,12.0
2022-03-21 21:16:00,Fine Particles 10,20.0
2022-03-21 21:16:00,ABC Status,1.0
2022-03-21 21:14:00,CO2,660.0
2022-03-21 21:14:00,PRESSURE,1037.0
2022-03-21 21:14:00,Temperature,20.0
2022-03-21 21:14:00,Relative Humidity,37.0
2022-03-21 21:14:00,Fine Particles 2_5,13.0
2022-03-21 21:14:00,Fine Particles 10,22.0
2022-03-21 21:14:00,ABC Status,1.0
2022-03-21 21:12:00,CO2,661.0
2022-03-21 21:12:00,PRESSURE,1037.0
2022-03-21 21:12:00,Temperature,20.0
2022-03-21 21:12:00,Relative Humidity,37.0
2022-03-21 21:12:00,Fine Particles 2_5,11.0
2022-03-21 21:12:00,Fine Particles 10,19.0
2022-03-21 21:12:00,ABC Status,1.0
2022-03-21 21:10:00,CO2,654.0
2022-03-21 21:10:00,PRESSURE,1037.0
2022-03-21 21:10:00,Temperature,21.0
2022-03-21 21:10:00,Relative Humidity,37.0
2022-03-21 21:10:00,Fine Particles 2_5,12.0
2022-03-21 21:10:00,Fine Particles 10,20.0
2022-03-21 21:10:00,ABC Status,1.0
2022-03-21 21:08:00,CO2,652.0
2022-03-21 21:08:00,PRESSURE,1037.0
2022-03-21 21:08:00,Temperature,21.0
2022-03-21 21:08:00,Relative Humidity,37.0
2022-03-21 21:08:00,Fine Particles 2_5,12.0
2022-03-21 21:08:00,Fine Particles 10,20.0
2022-03-21 21:08:00,ABC Status,1.0
2022-03-21 21:06:00,CO2,650.0
2022-03-21 21:06:00,PRESSURE,1037.0
2022-03-21 21:06:00,Temperature,21.0
2022-03-21 21:06:00,Relative Humidity,37.0
2022-03-21 21:06:00,Fine Particles 2_5,12.0
2022-03-21 21:06:00,Fine Particles 10,20.0
2022-03-21 21:06:00,ABC Status,1.0
2022-03-21 21:04:00,CO2,646.0
2022-03-21 21:04:00,PRESSURE,1037.0
2022-03-21 21:04:00,Temperature,21.0
2022-03-21 21:04:00,Relative Humidity,37.0
2022-03-21 21:04:00,Fine Particles 2_5,12.0
2022-03-21 21:04:00,Fine Particles 10,20.0
2022-03-21 21:04:00,ABC Status,1.0
2022-03-21 21:02:00,CO2,639.0
2022-03-21 21:02:00,PRESSURE,1037.0
2022-03-21 21:02:00,Temperature,21.0
2022-03-21 21:02:00,Relative Humidity,37.0
2022-03-21 21:02:00,Fine Particles 2_5,12.0
2022-03-21 21:02:00,Fine Particles 10,20.0
2022-03-21 21:02:00,ABC Status,1.0
2022-03-21 21:00:00,CO2,645.0
2022-03-21 21:00:00,PRESSURE,1037.0
2022-03-21 21:00:00,Temperature,21.0
2022-03-21 21:00:00,Relative Humidity,37.0
2022-03-21 21:00:00,Fine Particles 2_5,12.0
2022-03-21 21:00:00,Fine Particles 10,20.0
2022-03-21 21:00:00,ABC Status,1.0
2022-03-21 20:58:00,CO2,650.0
2022-03-21 20:58:00,PRESSURE,1037.0
2022-03-21 20:58:00,Temperature,21.0
2022-03-21 20:58:00,Relative Humidity,37.0
2022-03-21 20:58:00,Fine Particles 2_5,13.0
2022-03-21 20:58:00,Fine Particles 10,22.0
2022-03-21 20:58:00,ABC Status,1.0
2022-03-21 20:56:00,CO2,647.0
2022-03-21 20:56:00,PRESSURE,1037.0
2022-03-21 20:56:00,Temperature,21.0
2022-03-21 20:56:00,Relative Humidity,36.0
2022-03-21 20:56:00,Fine Particles 2_5,12.0
2022-03-21 20:56:00,Fine Particles 10,20.0
2022-03-21 20:56:00,ABC Status,1.0
2022-03-21 20:54:00,CO2,649.0
2022-03-21 20:54:00,PRESSURE,1037.0
2022-03-21 20:54:00,Temperature,21.0
2022-03-21 20:54:00,Relative Humidity,37.0
2022-03-21 20:54:00,Fine Particles 2_5,11.0
2022-03-21 20:54:00,Fine Particles 10,19.0
2022-03-21 20:54:00,ABC Status,1.0
2022-03-21 20:52:00,CO2,648.0
2022-03-21 20:52:00,PRESSURE,1037.0
2022-03-21 20:52:00,Temperature,21.0
2022-03-21 20:52:00,Relative Humidity,37.0
2022-03-21 20:52:00,Fine Particles 2_5,12.0
2022-03-21 20:52:00,Fine Particles 10,20.0
2022-03-21 20:52:00,ABC Status,1.0
2022-03-21 20:50:00,CO2,655.0
2022-03-21 20:50:00,PRESSURE,1037.0
2022-03-21 20:50:00,Temperature,21.0
2022-03-21 20:50:00,Relative Humidity,36.0
2022-03-21 20:50:00,Fine Particles 2_5,12.0
2022-03-21 20:50:00,Fine Particles 10,20.0
2022-03-21 20:50:00,ABC Status,1.0
2022-03-21 20:48:00,CO2,654.0
2022-03-21 20:48:00,PRESSURE,1037.0
2022-03-21 20:48:00,Temperature,21.0
2022-03-21 20:48:00,Relative Humidity,36.0
2022-03-21 20:48:00,Fine Particles 2_5,12.0
2022-03-21 20:48:00,Fine Particles 10,20.0
2022-03-21 20:48:00,ABC Status,1.0
2022-03-21 20:46:00,CO2,656.0
2022-03-21 20:46:00,PRESSURE,1037.0
2022-03-21 20:46:00,Temperature,21.0
2022-03-21 20:46:00,Relative Humidity,36.0
2022-03-21 20:46:00,Fine Particles 2_5,12.0
2022-03-21 20:46:00,Fine Particles 10,20.0
2022-03-21 20:46:00,ABC Status,1.0
2022-03-21 20:44:00,CO2,661.0
2022-03-21 20:44:00,PRESSURE,1037.0
2022-03-21 20:44:00,Temperature,21.0
2022-03-21 20:44:00,Relative Humidity,36.0
2022-03-21 20:44:00,Fine Particles 2_5,11.0
2022-03-21 20:44:00,Fine Particles 10,19.0
2022-03-21 20:44:00,ABC Status,1.0
2022-03-21 20:42:00,CO2,655.0
2022-03-21 20:42:00,PRESSURE,1037.0
2022-03-21 20:42:00,Temperature,21.0
2022-03-21 20:42:00,Relative Humidity,36.0
2022-03-21 20:42:00,Fine Particles 2_5,12.0
2022-03-21 20:42:00,Fine Particles 10,20.0
2022-03-21 20:42:00,ABC Status,1.0
2022-03-21 20:40:00,CO2,656.0
2022-03-21 20:40:00,PRESSURE,1037.0
2022-03-21 20:40:00,Temperature,21.0
2022-03-21 20:40:00,Relative Humidity,36.0
2022-03-21 20:40:00,Fine Particles 2_5,12.0
2022-03-21 20:40:00,Fine Particles 10,20.0
2022-03-21 20:40:00,ABC Status,1.0
2022-03-21 20:38:00,CO2,658.0
2022-03-21 20:38:00,PRESSURE,1037.0
2022-03-21 20:38:00,Temperature,21.0
2022-03-21 20:38:00,Relative Humidity,36.0
2022-03-21 20:38:00,Fine Particles 2_5,12.0
2022-03-21 20:38:00,Fine Particles 10,20.0
2022-03-21 20:38:00,ABC Status,1.0
2022-03-21 20:36:00,CO2,656.0
2022-03-21 20:36:00,PRESSURE,1037.0
2022-03-21 20:36:00,Temperature,21.0
2022-03-21 20:36:00,Relative Humidity,36.0
2022-03-21 20:36:00,Fine Particles 2_5,12.0
2022-03-21 20:36:00,Fine Particles 10,20.0
2022-03-21 20:36:00,ABC Status,1.0
2022-03-21 20:34:00,CO2,655.0
2022-03-21 20:34:00,PRESSURE,1037.0
2022-03-21 20:34:00,Temperature,21.0
2022-03-21 20:34:00,Relative Humidity,36.0
2022-03-21 20:34:00,Fine Particles 2_5,12.0
2022-03-21 20:34:00,Fine Particles 10,20.0
2022-03-21 20:34:00,ABC Status,1.0
2022-03-21 20:32:00,CO2,655.0
2022-03-21 20:32:00,PRESSURE,1037.0
2022-03-21 20:32:00,Temperature,21.0
2022-03-21 20:32:00,Relative Humidity,36.0
2022-03-21 20:32:00,Fine Particles 2_5,11.0
2022-03-21 20:32:00,Fine Particles 10,19.0
2022-03-21 20:32:00,ABC Status,1.0
2022-03-21 20:30:00,CO2,658.0
2022-03-21 20:30:00,PRESSURE,1037.0
2022-03-21 20:30:00,Temperature,21.0
2022-03-21 20:30:00,Relative Humidity,36.0
2022-03-21 20:30:00,Fine Particles 2_5,12.0
2022-03-21 20:30:00,Fine Particles 10,20.0
2022-03-21 20:30:00,ABC Status,1.0
2022-03-21 20:28:00,CO2,654.0
2022-03-21 20:28:00,PRESSURE,1037.0
2022-03-21 20:28:00,Temperature,21.0
2022-03-21 20:28:00,Relative Humidity,36.0
2022-03-21 20:28:00,Fine Particles 2_5,12.0
2022-03-21 20:28:00,Fine Particles 10,20.0
2022-03-21 20:28:00,ABC Status,1.0
2022-03-21 20:26:00,CO2,658.0
2022-03-21 20:26:00,PRESSURE,1037.0
2022-03-21 20:26:00,Temperature,21.0
2022-03-21 20:26:00,Relative Humidity,36.0
2022-03-21 20:26:00,Fine Particles 2_5,11.0
2022-03-21 20:26:00,Fine Particles 10,19.0
2022-03-21 20:26:00,ABC Status,1.0
2022-03-21 20:24:00,CO2,662.0
2022-03-21 20:24:00,PRESSURE,1037.0
2022-03-21 20:24:00,Temperature,21.0
2022-03-21 20:24:00,Relative Humidity,36.0
2022-03-21 20:24:00,Fine Particles 2_5,11.0
2022-03-21 20:24:00,Fine Particles 10,19.0
2022-03-21 20:24:00,ABC Status,1.0
2022-03-21 20:22:00,CO2,662.0
2022-03-21 20:22:00,PRESSURE,1037.0
2022-03-21 20:22:00,Temperature,21.0
2022-03-21 20:22:00,Relative Humidity,36.0
2022-03-21 20:22:00,Fine Particles 2_5,11.0
2022-03-21 20:22:00,Fine Particles 10,19.0
2022-03-21 20:22:00,ABC Status,1.0
2022-03-21 20:20:00,CO2,671.0
2022-03-21 20:20:00,PRESSURE,1037.0
2022-03-21 20:20:00,Temperature,21.0
2022-03-21 20:20:00,Relative Humidity,36.0
2022-03-21 20:20:00,Fine Particles 2_5,11.0
2022-03-21 20:20:00,Fine Particles 10,19.0
2022-03-21 20:20:00,ABC Status,1.0
2022-03-21 20:18:00,CO2,671.0
2022-03-21 20:18:00,PRESSURE,1037.0
2022-03-21 20:18:00,Temperature,21.0
2022-03-21 20:18:00,Relative Humidity,36.0
2022-03-21 20:18:00,Fine Particles 2_5,11.0
2022-03-21 20:18:00,Fine Particles 10,19.0
2022-03-21 20:18:00,ABC Status,1.0
2022-03-21 20:16:00,CO2,676.0
2022-03-21 20:16:00,PRESSURE,1037.0
2022-03-21 20:16:00,Temperature,21.0
2022-03-21 20:16:00,Relative Humidity,36.0
2022-03-21 20:16:00,Fine Particles 2_5,10.0
2022-03-21 20:16:00,Fine Particles 10,17.0
2022-03-21 20:16:00,ABC Status,1.0
2022-03-21 20:14:00,CO2,683.0
2022-03-21 20:14:00,PRESSURE,1037.0
2022-03-21 20:14:00,Temperature,21.0
2022-03-21 20:14:00,Relative Humidity,36.0
2022-03-21 20:14:00,Fine Particles 2_5,11.0
2022-03-21 20:14:00,Fine Particles 10,19.0
2022-03-21 20:14:00,ABC Status,1.0
2022-03-21 20:12:00,CO2,689.0
2022-03-21 20:12:00,PRESSURE,1037.0
2022-03-21 20:12:00,Temperature,21.0
2022-03-21 20:12:00,Relative Humidity,36.0
2022-03-21 20:12:00,Fine Particles 2_5,12.0
2022-03-21 20:12:00,Fine Particles 10,20.0
2022-03-21 20:12:00,ABC Status,1.0
2022-03-21 20:10:00,CO2,697.0
2022-03-21 20:10:00,PRESSURE,1037.0
2022-03-21 20:10:00,Temperature,21.0
2022-03-21 20:10:00,Relative Humidity,36.0
2022-03-21 20:10:00,Fine Particles 2_5,12.0
2022-03-21 20:10:00,Fine Particles 10,20.0
2022-03-21 20:10:00,ABC Status,1.0
2022-03-21 20:08:00,CO2,702.0
2022-03-21 20:08:00,PRESSURE,1037.0
2022-03-21 20:08:00,Temperature,21.0
2022-03-21 20:08:00,Relative Humidity,36.0
2022-03-21 20:08:00,Fine Particles 2_5,11.0
2022-03-21 20:08:00,Fine Particles 10,19.0
2022-03-21 20:08:00,ABC Status,1.0
2022-03-21 20:06:00,CO2,709.0
2022-03-21 20:06:00,PRESSURE,1037.0
2022-03-21 20:06:00,Temperature,21.0
2022-03-21 20:06:00,Relative Humidity,36.0
2022-03-21 20:06:00,Fine Particles 2_5,11.0
2022-03-21 20:06:00,Fine Particles 10,19.0
2022-03-21 20:06:00,ABC Status,1.0
2022-03-21 20:04:00,CO2,718.0
2022-03-21 20:04:00,PRESSURE,1037.0
2022-03-21 20:04:00,Temperature,21.0
2022-03-21 20:04:00,Relative Humidity,36.0
2022-03-21 20:04:00,Fine Particles 2_5,11.0
2022-03-21 20:04:00,Fine Particles 10,19.0
2022-03-21 20:04:00,ABC Status,1.0
2022-03-21 20:02:00,CO2,722.0
2022-03-21 20:02:00,PRESSURE,1037.0
2022-03-21 20:02:00,Temperature,21.0
2022-03-21 20:02:00,Relative Humidity,36.0
2022-03-21 20:02:00,Fine Particles 2_5,11.0
2022-03-21 20:02:00,Fine Particles 10,19.0
2022-03-21 20:02:00,ABC Status,1.0
2022-03-21 20:00:00,CO2,734.0
2022-03-21 20:00:00,PRESSURE,1037.0
2022-03-21 20:00:00,Temperature,21.0
2022-03-21 20:00:00,Relative Humidity,36.0
2022-03-21 20:00:00,Fine Particles 2_5,11.0
2022-03-21 20:00:00,Fine Particles 10,19.0
2022-03-21 20:00:00,ABC Status,1.0
2022-03-21 19:58:00,CO2,748.0
2022-03-21 19:58:00,PRESSURE,1037.0
2022-03-21 19:58:00,Temperature,21.0
2022-03-21 19:58:00,Relative Humidity,36.0
2022-03-21 19:58:00,Fine Particles 2_5,11.0
2022-03-21 19:58:00,Fine Particles 10,19.0
2022-03-21 19:58:00,ABC Status,1.0
2022-03-21 19:56:00,CO2,755.0
2022-03-21 19:56:00,PRESSURE,1037.0
2022-03-21 19:56:00,Temperature,21.0
2022-03-21 19:56:00,Relative Humidity,36.0
2022-03-21 19:56:00,Fine Particles 2_5,12.0
2022-03-21 19:56:00,Fine Particles 10,20.0
2022-03-21 19:56:00,ABC Status,1.0
2022-03-21 19:54:00,CO2,760.0
2022-03-21 19:54:00,PRESSURE,1037.0
2022-03-21 19:54:00,Temperature,21.0
2022-03-21 19:54:00,Relative Humidity,36.0
2022-03-21 19:54:00,Fine Particles 2_5,10.0
2022-03-21 19:54:00,Fine Particles 10,17.0
2022-03-21 19:54:00,ABC Status,1.0
2022-03-21 19:52:00,CO2,766.0
2022-03-21 19:52:00,PRESSURE,1037.0
2022-03-21 19:52:00,Temperature,21.0
2022-03-21 19:52:00,Relative Humidity,36.0
2022-03-21 19:52:00,Fine Particles 2_5,10.0
2022-03-21 19:52:00,Fine Particles 10,17.0
2022-03-21 19:52:00,ABC Status,1.0
2022-03-21 19:50:00,CO2,774.0
2022-03-21 19:50:00,PRESSURE,1037.0
2022-03-21 19:50:00,Temperature,21.0
2022-03-21 19:50:00,Relative Humidity,36.0
2022-03-21 19:50:00,Fine Particles 2_5,10.0
2022-03-21 19:50:00,Fine Particles 10,17.0
2022-03-21 19:50:00,ABC Status,1.0
2022-03-21 19:48:00,CO2,780.0
2022-03-21 19:48:00,PRESSURE,1037.0
2022-03-21 19:48:00,Temperature,21.0
2022-03-21 19:48:00,Relative Humidity,36.0
2022-03-21 19:48:00,Fine Particles 2_5,11.0
2022-03-21 19:48:00,Fine Particles 10,19.0
2022-03-21 19:48:00,ABC Status,1.0
2022-03-21 19:46:00,CO2,790.0
2022-03-21 19:46:00,PRESSURE,1036.0
2022-03-21 19:46:00,Temperature,21.0
2022-03-21 19:46:00,Relative Humidity,36.0
2022-03-21 19:46:00,Fine Particles 2_5,10.0
2022-03-21 19:46:00,Fine Particles 10,17.0
2022-03-21 19:46:00,ABC Status,1.0
2022-03-21 19:44:00,CO2,796.0
2022-03-21 19:44:00,PRESSURE,1036.0
2022-03-21 19:44:00,Temperature,21.0
2022-03-21 19:44:00,Relative Humidity,36.0
2022-03-21 19:44:00,Fine Particles 2_5,11.0
2022-03-21 19:44:00,Fine Particles 10,19.0
2022-03-21 19:44:00,ABC Status,1.0
2022-03-21 19:42:00,CO2,800.0
2022-03-21 19:42:00,PRESSURE,1036.0
2022-03-21 19:42:00,Temperature,21.0
2022-03-21 19:42:00,Relative Humidity,36.0
2022-03-21 19:42:00,Fine Particles 2_5,10.0
2022-03-21 19:42:00,Fine Particles 10,17.0
2022-03-21 19:42:00,ABC Status,1.0
2022-03-21 19:40:00,CO2,809.0
2022-03-21 19:40:00,PRESSURE,1036.0
2022-03-21 19:40:00,Temperature,21.0
2022-03-21 19:40:00,Relative Humidity,36.0
2022-03-21 19:40:00,Fine Particles 2_5,10.0
2022-03-21 19:40:00,Fine Particles 10,17.0
2022-03-21 19:40:00,ABC Status,1.0
2022-03-21 19:38:00,CO2,813.0
2022-03-21 19:38:00,PRESSURE,1036.0
2022-03-21 19:38:00,Temperature,21.0
2022-03-21 19:38:00,Relative Humidity,36.0
2022-03-21 19:38:00,Fine Particles 2_5,10.0
2022-03-21 19:38:00,Fine Particles 10,17.0
2022-03-21 19:38:00,ABC Status,1.0
2022-03-21 19:36:00,CO2,819.0
2022-03-21 19:36:00,PRESSURE,1036.0
2022-03-21 19:36:00,Temperature,21.0
2022-03-21 19:36:00,Relative Humidity,36.0
2022-03-21 19:36:00,Fine Particles 2_5,10.0
2022-03-21 19:36:00,Fine Particles 10,17.0
2022-03-21 19:36:00,ABC Status,1.0
2022-03-21 19:34:00,CO2,829.0
2022-03-21 19:34:00,PRESSURE,1036.0
2022-03-21 19:34:00,Temperature,21.0
2022-03-21 19:34:00,Relative Humidity,36.0
2022-03-21 19:34:00,Fine Particles 2_5,10.0
2022-03-21 19:34:00,Fine Particles 10,17.0
2022-03-21 19:34:00,ABC Status,1.0
2022-03-21 19:32:00,CO2,831.0
2022-03-21 19:32:00,PRESSURE,1036.0
2022-03-21 19:32:00,Temperature,21.0
2022-03-21 19:32:00,Relative Humidity,36.0
2022-03-21 19:32:00,Fine Particles 2_5,10.0
2022-03-21 19:32:00,Fine Particles 10,17.0
2022-03-21 19:32:00,ABC Status,1.0
2022-03-21 19:30:00,CO2,833.0
2022-03-21 19:30:00,PRESSURE,1036.0
2022-03-21 19:30:00,Temperature,21.0
2022-03-21 19:30:00,Relative Humidity,36.0
2022-03-21 19:30:00,Fine Particles 2_5,10.0
2022-03-21 19:30:00,Fine Particles 10,17.0
2022-03-21 19:30:00,ABC Status,1.0
2022-03-21 19:28:00,CO2,840.0
2022-03-21 19:28:00,PRESSURE,1036.0
2022-03-21 19:28:00,Temperature,21.0
2022-03-21 19:28:00,Relative Humidity,36.0
2022-03-21 19:28:00,Fine Particles 2_5,11.0
2022-03-21 19:28:00,Fine Particles 10,19.0
2022-03-21 19:28:00,ABC Status,1.0
2022-03-21 19:26:00,CO2,848.0
2022-03-21 19:26:00,PRESSURE,1036.0
2022-03-21 19:26:00,Temperature,21.0
2022-03-21 19:26:00,Relative Humidity,36.0
2022-03-21 19:26:00,Fine Particles 2_5,11.0
2022-03-21 19:26:00,Fine Particles 10,19.0
2022-03-21 19:26:00,ABC Status,1.0
2022-03-21 19:24:00,CO2,853.0
2022-03-21 19:24:00,PRESSURE,1036.0
2022-03-21 19:24:00,Temperature,21.0
2022-03-21 19:24:00,Relative Humidity,36.0
2022-03-21 19:24:00,Fine Particles 2_5,10.0
2022-03-21 19:24:00,Fine Particles 10,17.0
2022-03-21 19:24:00,ABC Status,1.0
2022-03-21 19:22:00,CO2,860.0
2022-03-21 19:22:00,PRESSURE,1036.0
2022-03-21 19:22:00,Temperature,21.0
2022-03-21 19:22:00,Relative Humidity,36.0
2022-03-21 19:22:00,Fine Particles 2_5,10.0
2022-03-21 19:22:00,Fine Particles 10,17.0
2022-03-21 19:22:00,ABC Status,1.0
2022-03-21 19:20:00,CO2,866.0
2022-03-21 19:20:00,PRESSURE,1036.0
2022-03-21 19:20:00,Temperature,21.0
2022-03-21 19:20:00,Relative Humidity,36.0
2022-03-21 19:20:00,Fine Particles 2_5,10.0
2022-03-21 19:20:00,Fine Particles 10,17.0
2022-03-21 19:20:00,ABC Status,1.0
2022-03-21 19:18:00,CO2,869.0
2022-03-21 19:18:00,PRESSURE,1036.0
2022-03-21 19:18:00,Temperature,22.0
2022-03-21 19:18:00,Relative Humidity,36.0
2022-03-21 19:18:00,Fine Particles 2_5,10.0
2022-03-21 19:18:00,Fine Particles 10,17.0
2022-03-21 19:18:00,ABC Status,1.0
2022-03-21 19:16:00,CO2,872.0
2022-03-21 19:16:00,PRESSURE,1036.0
2022-03-21 19:16:00,Temperature,22.0
2022-03-21 19:16:00,Relative Humidity,36.0
2022-03-21 19:16:00,Fine Particles 2_5,10.0
2022-03-21 19:16:00,Fine Particles 10,17.0
2022-03-21 19:16:00,ABC Status,1.0
2022-03-21 19:14:00,CO2,872.0
2022-03-21 19:14:00,PRESSURE,1036.0
2022-03-21 19:14:00,Temperature,22.0
2022-03-21 19:14:00,Relative Humidity,36.0
2022-03-21 19:14:00,Fine Particles 2_5,10.0
2022-03-21 19:14:00,Fine Particles 10,17.0
2022-03-21 19:14:00,ABC Status,1.0
2022-03-21 19:12:00,CO2,875.0
2022-03-21 19:12:00,PRESSURE,1036.0
2022-03-21 19:12:00,Temperature,22.0
2022-03-21 19:12:00,Relative Humidity,36.0
2022-03-21 19:12:00,Fine Particles 2_5,10.0
2022-03-21 19:12:00,Fine Particles 10,17.0
2022-03-21 19:12:00,ABC Status,1.0
2022-03-21 19:10:00,CO2,878.0
2022-03-21 19:10:00,PRESSURE,1036.0
2022-03-21 19:10:00,Temperature,22.0
2022-03-21 19:10:00,Relative Humidity,36.0
2022-03-21 19:10:00,Fine Particles 2_5,9.0
2022-03-21 19:10:00,Fine Particles 10,15.0
2022-03-21 19:10:00,ABC Status,1.0
2022-03-21 19:08:00,CO2,880.0
2022-03-21 19:08:00,PRESSURE,1036.0
2022-03-21 19:08:00,Temperature,22.0
2022-03-21 19:08:00,Relative Humidity,36.0
2022-03-21 19:08:00,Fine Particles 2_5,10.0
2022-03-21 19:08:00,Fine Particles 10,17.0
2022-03-21 19:08:00,ABC Status,1.0
2022-03-21 19:06:00,CO2,887.0
2022-03-21 19:06:00,PRESSURE,1036.0
2022-03-21 19:06:00,Temperature,22.0
2022-03-21 19:06:00,Relative Humidity,36.0
2022-03-21 19:06:00,Fine Particles 2_5,9.0
2022-03-21 19:06:00,Fine Particles 10,15.0
2022-03-21 19:06:00,ABC Status,1.0
2022-03-21 19:04:00,CO2,891.0
2022-03-21 19:04:00,PRESSURE,1036.0
2022-03-21 19:04:00,Temperature,22.0
2022-03-21 19:04:00,Relative Humidity,36.0
2022-03-21 19:04:00,Fine Particles 2_5,9.0
2022-03-21 19:04:00,Fine Particles 10,15.0
2022-03-21 19:04:00,ABC Status,1.0
2022-03-21 19:02:00,CO2,890.0
2022-03-21 19:02:00,PRESSURE,1036.0
2022-03-21 19:02:00,Temperature,22.0
2022-03-21 19:02:00,Relative Humidity,36.0
2022-03-21 19:02:00,Fine Particles 2_5,9.0
2022-03-21 19:02:00,Fine Particles 10,15.0
2022-03-21 19:02:00,ABC Status,1.0
2022-03-21 19:00:00,CO2,891.0
2022-03-21 19:00:00,PRESSURE,1036.0
2022-03-21 19:00:00,Temperature,22.0
2022-03-21 19:00:00,Relative Humidity,36.0
2022-03-21 19:00:00,Fine Particles 2_5,9.0
2022-03-21 19:00:00,Fine Particles 10,15.0
2022-03-21 19:00:00,ABC Status,1.0
2022-03-21 18:58:00,CO2,891.0
2022-03-21 18:58:00,PRESSURE,1036.0
2022-03-21 18:58:00,Temperature,22.0
2022-03-21 18:58:00,Relative Humidity,36.0
2022-03-21 18:58:00,Fine Particles 2_5,9.0
2022-03-21 18:58:00,Fine Particles 10,15.0
2022-03-21 18:58:00,ABC Status,1.0
2022-03-21 18:56:00,CO2,898.0
2022-03-21 18:56:00,PRESSURE,1036.0
2022-03-21 18:56:00,Temperature,21.0
2022-03-21 18:56:00,Relative Humidity,36.0
2022-03-21 18:56:00,Fine Particles 2_5,9.0
2022-03-21 18:56:00,Fine Particles 10,15.0
2022-03-21 18:56:00,ABC Status,1.0
2022-03-21 18:54:00,CO2,903.0
2022-03-21 18:54:00,PRESSURE,1036.0
2022-03-21 18:54:00,Temperature,21.0
2022-03-21 18:54:00,Relative Humidity,36.0
2022-03-21 18:54:00,Fine Particles 2_5,9.0
2022-03-21 18:54:00,Fine Particles 10,15.0
2022-03-21 18:54:00,ABC Status,1.0
2022-03-21 18:52:00,CO2,909.0
2022-03-21 18:52:00,PRESSURE,1036.0
2022-03-21 18:52:00,Temperature,21.0
2022-03-21 18:52:00,Relative Humidity,36.0
2022-03-21 18:52:00,Fine Particles 2_5,9.0
2022-03-21 18:52:00,Fine Particles 10,15.0
2022-03-21 18:52:00,ABC Status,1.0
2022-03-21 18:50:00,CO2,912.0
2022-03-21 18:50:00,PRESSURE,1036.0
2022-03-21 18:50:00,Temperature,21.0
2022-03-21 18:50:00,Relative Humidity,36.0
2022-03-21 18:50:00,Fine Particles 2_5,9.0
2022-03-21 18:50:00,Fine Particles 10,15.0
2022-03-21 18:50:00,ABC Status,1.0
2022-03-21 18:48:00,CO2,910.0
2022-03-21 18:48:00,PRESSURE,1036.0
2022-03-21 18:48:00,Temperature,21.0
2022-03-21 18:48:00,Relative Humidity,36.0
2022-03-21 18:48:00,Fine Particles 2_5,10.0
2022-03-21 18:48:00,Fine Particles 10,17.0
2022-03-21 18:48:00,ABC Status,1.0
2022-03-21 18:46:00,CO2,911.0
2022-03-21 18:46:00,PRESSURE,1036.0
2022-03-21 18:46:00,Temperature,21.0
2022-03-21 18:46:00,Relative Humidity,36.0
2022-03-21 18:46:00,Fine Particles 2_5,9.0
2022-03-21 18:46:00,Fine Particles 10,15.0
2022-03-21 18:46:00,ABC Status,1.0
2022-03-21 18:44:00,CO2,914.0
2022-03-21 18:44:00,PRESSURE,1036.0
2022-03-21 18:44:00,Temperature,21.0
2022-03-21 18:44:00,Relative Humidity,36.0
2022-03-21 18:44:00,Fine Particles 2_5,9.0
2022-03-21 18:44:00,Fine Particles 10,15.0
2022-03-21 18:44:00,ABC Status,1.0
2022-03-21 18:42:00,CO2,918.0
2022-03-21 18:42:00,PRESSURE,1036.0
2022-03-21 18:42:00,Temperature,21.0
2022-03-21 18:42:00,Relative Humidity,36.0
2022-03-21 18:42:00,Fine Particles 2_5,9.0
2022-03-21 18:42:00,Fine Particles 10,15.0
2022-03-21 18:42:00,ABC Status,1.0
2022-03-21 18:40:00,CO2,910.0
2022-03-21 18:40:00,PRESSURE,1036.0
2022-03-21 18:40:00,Temperature,21.0
2022-03-21 18:40:00,Relative Humidity,36.0
2022-03-21 18:40:00,Fine Particles 2_5,9.0
2022-03-21 18:40:00,Fine Particles 10,15.0
2022-03-21 18:40:00,ABC Status,1.0
2022-03-21 18:38:00,CO2,892.0
2022-03-21 18:38:00,PRESSURE,1036.0
2022-03-21 18:38:00,Temperature,21.0
2022-03-21 18:38:00,Relative Humidity,36.0
2022-03-21 18:38:00,Fine Particles 2_5,9.0
2022-03-21 18:38:00,Fine Particles 10,15.0
2022-03-21 18:38:00,ABC Status,1.0
2022-03-21 18:36:00,CO2,867.0
2022-03-21 18:36:00,PRESSURE,1036.0
2022-03-21 18:36:00,Temperature,21.0
2022-03-21 18:36:00,Relative Humidity,36.0
2022-03-21 18:36:00,Fine Particles 2_5,9.0
2022-03-21 18:36:00,Fine Particles 10,15.0
2022-03-21 18:36:00,ABC Status,1.0
2022-03-21 18:34:00,CO2,850.0
2022-03-21 18:34:00,PRESSURE,1036.0
2022-03-21 18:34:00,Temperature,21.0
