"time","dayOfWeek","weekDay","workHour","people","occupancyNote","inCo2","inPressure","inTemp","inHumid","inPart2_5","inPart10","outHumid","outTemp","outPressure","windSpeed","peopleEvery30Min","dCo2since30Min","dMinSince30Min","people2Bin","people2EqualBin","people3Bin","people3EqualBin","peopleChange","halfHour","halfHour2","people_dlag1","people_dlead1","inCo2_dlag1","inCo2_dlead1","inPressure_dlag1","inPressure_dlead1","inTemp_dlag1","inTemp_dlead1","inHumid_dlag1","inHumid_dlead1","inPart2_5_dlag1","inPart2_5_dlead1","inPart10_dlag1","inPart10_dlead1","outHumid_dlag1","outHumid_dlead1","outTemp_dlag1","outTemp_dlead1","outPressure_dlag1","outPressure_dlead1","windSpeed_dlag1","windSpeed_dlead1","ventilationA","ventilationB1","ventilationB2"
2022-06-16 10:59:00,"Thursday","weekday","working",6.07142857142857,"",790.571428571429,1029,24,41,4,7,40.57,22,1022.8,4.98333333333333,6.07142857142857,0,0,"occupied","4-and-higher","0-to-9","6-and-higher","increase",2022-06-16 11:00:00,"11:00",0.285714285714286,-2.57142857142857,5.14285714285711,-23,0,0,1,-1,0,-2,0,-2,0,-4,0,-0.144666666666666,0,2,0,0.243333333333339,0.233333333333333,-1.2,12,0,12
2022-06-16 13:47:00,"Thursday","weekday","working",3.5,"",767.571428571429,1029,23,39,2,3,40.4253333333333,24,1023.04333333333,3.78333333333333,5.42857142857143,-12.5714285714286,2,"occupied","0-to-3","0-to-9","2-to-5","decrease",2022-06-16 14:00:00,"14:00",-2.57142857142857,0,-23,-25,0,0,-1,0,-2,1,-2,0,-4,0,-0.144666666666666,0.178666666666665,2,0,0.243333333333339,-0.0416666666666288,-1.2,0.216666666666667,14,14,0
2022-06-16 14:01:00,"Thursday","weekday","working",3.5,"",742.571428571429,1029,23,40,2,3,40.604,24,1023.00166666667,4,3.5,0,0,"occupied","0-to-3","0-to-9","2-to-5","unchanged",2022-06-16 14:00:00,"14:00",0,1.21428571428571,-25,-29.2857142857142,0,0,0,0,1,0,0,0,0,0,0.178666666666665,-1.25066666666667,0,0,-0.0416666666666288,0.0233333333333121,0.216666666666667,0,14,14,0
2022-06-16 14:15:00,"Thursday","weekday","working",4.71428571428571,"",713.285714285714,1029,23,40,2,3,39.3533333333333,24,1023.025,4,3.5,-29.2857142857142,2,"occupied","4-and-higher","0-to-9","2-to-5","increase",2022-06-16 14:30:00,"14:30",1.21428571428571,0.285714285714286,-29.2857142857142,-30.4285714285714,0,0,0,0,0,1,0,0,0,0,-1.25066666666667,-0.535999999999994,0,0,0.0233333333333121,0.0233333333333121,0,0,14,14,0
2022-06-16 14:29:00,"Thursday","weekday","working",5,"",682.857142857143,1029,23,41,2,3,38.8173333333333,24,1023.04833333333,4,5,0,0,"occupied","4-and-higher","0-to-9","2-to-5","increase",2022-06-16 14:30:00,"14:30",0.285714285714286,-0.214285714285714,-30.4285714285714,-21.4285714285714,0,0,0,0,1,0,0,0,0,0,-0.535999999999994,1.25066666666666,0,0,0.0233333333333121,0.0233333333334258,0,0,14,14,0
2022-06-16 14:43:00,"Thursday","weekday","working",4.78571428571429,"",661.428571428571,1029,23,41,2,3,40.068,24,1023.07166666667,4,5,-21.4285714285714,2,"occupied","4-and-higher","0-to-9","2-to-5","decrease",2022-06-16 15:00:00,"15:00",-0.214285714285714,-2.14285714285714,-21.4285714285714,-28.7142857142858,0,0,0,0,0,0,0,0,0,0,1.25066666666666,0.912000000000006,0,0.0666666666666664,0.0233333333334258,0.0233333333333121,0,0,14,14,0
2022-06-16 14:57:00,"Thursday","weekday","working",2.64285714285714,"",632.714285714286,1029,23,41,2,3,40.98,24.0666666666667,1023.095,4,2.64285714285714,0,0,"occupied","0-to-3","0-to-9","2-to-5","decrease",2022-06-16 15:00:00,"15:00",-2.14285714285714,-0.785714285714286,-28.7142857142858,-10.1428571428571,0,0,0,0,0,0,0,0,0,0,0.912000000000006,-1.12,0.0666666666666664,0.466666666666669,0.0233333333333121,-0.0133333333333212,0,-0.183333333333333,14,14,0
2022-06-16 15:11:00,"Thursday","weekday","working",1.85714285714286,"",622.571428571429,1029,23,41,2,3,39.86,24.5333333333333,1023.08166666667,3.81666666666667,2.64285714285714,-10.1428571428571,2,"empty","0-to-3","0-to-9","0-to-1","decrease",2022-06-16 15:30:00,"15:30",-0.785714285714286,1.14285714285714,-10.1428571428571,-16.2857142857142,0,0,0,0,0,1,0,0,0,0,-1.12,-1.12,0.466666666666669,0.466666666666665,-0.0133333333333212,-0.0233333333333121,-0.183333333333333,-0.233333333333333,14,14,0
2022-06-16 15:25:00,"Thursday","weekday","working",3,"",606.285714285714,1029,23,42,2,3,38.74,25,1023.05833333333,3.58333333333333,3,0,0,"occupied","0-to-3","0-to-9","2-to-5","increase",2022-06-16 15:30:00,"15:30",1.14285714285714,-0.571428571428572,-16.2857142857142,11.4285714285713,0,0,0,0,1,0,0,0,0,0,-1.12,-0.13066666666667,0.466666666666665,-0.466666666666665,-0.0233333333333121,-0.0233333333334258,-0.233333333333333,-0.233333333333333,14,14,0
2022-06-16 15:39:00,"Thursday","weekday","working",2.42857142857143,"",617.714285714286,1029,23,42,2,3,38.6093333333333,24.5333333333333,1023.035,3.35,3,11.4285714285713,2,"occupied","0-to-3","0-to-9","2-to-5","decrease",2022-06-16 16:00:00,"16:00",-0.571428571428572,-1.42857142857143,11.4285714285713,-8,0,0,0,-1,0,1,0,0,0,0,-0.13066666666667,-0.130666666666663,-0.466666666666665,-0.466666666666669,-0.0233333333334258,-0.0233333333333121,-0.233333333333333,-0.233333333333333,14,14,0
2022-06-16 15:53:00,"Thursday","weekday","working",1,"",609.714285714286,1029,22,43,2,3,38.4786666666667,24.0666666666667,1023.01166666667,3.11666666666667,1,0,0,"empty","0-to-3","0-to-9","0-to-1","decrease",2022-06-16 16:00:00,"16:00",-1.42857142857143,0.285714285714286,-8,13.8571428571429,0,0,-1,0,1,0,0,0,0,0,-0.130666666666663,0.937333333333335,-0.466666666666669,-0.466666666666665,-0.0233333333333121,-0.0349999999999682,-0.233333333333333,-0.116666666666667,14,14,0
2022-06-16 16:07:00,"Thursday","weekday","working",1.28571428571429,"",623.571428571429,1029,22,43,2,3,39.416,23.6,1022.97666666667,3,1,13.8571428571429,2,"empty","0-to-3","0-to-9","0-to-1","increase",2022-06-16 16:30:00,"16:30",0.285714285714286,-0.285714285714286,13.8571428571429,-10.7142857142857,0,0,0,0,0,1,0,0,0,0,0.937333333333335,1.11533333333333,-0.466666666666665,-0.466666666666669,-0.0349999999999682,-0.0466666666667379,-0.116666666666667,0,14,14,0
