"time","dayOfWeek","weekDay","workHour","people","occupancyNote","inCo2","inPressure","inTemp","inHumid","inPart2_5","inPart10","outHumid","outTemp","outPressure","windSpeed","peopleEvery30Min","dCo2since30Min","dMinSince30Min","people2Bin","people2EqualBin","people3Bin","people3EqualBin","halfHour","halfHour2","peopleChange","date","diffTemp","diffHumid","diffPressure","people_dlag1","people_dlead1","inCo2_dlag1","inCo2_dlead1","inPressure_dlag1","inPressure_dlead1","inTemp_dlag1","inTemp_dlead1","inHumid_dlag1","inHumid_dlead1","inPart2_5_dlag1","inPart2_5_dlead1","inPart10_dlag1","inPart10_dlead1","outHumid_dlag1","outHumid_dlead1","outTemp_dlag1","outTemp_dlead1","outPressure_dlag1","outPressure_dlead1","windSpeed_dlag1","windSpeed_dlead1","ventMode","dCO2_mean12_lead1","dCO2_mean12_lead2","phase2","ventilationA","ventilationB1","ventilationB2","people2Bin01"
2022-06-27 15:01:00,"Monday","weekday","working",0.0847457627118644,"",0.300180831826401,0.48,0.375,0.782608695652174,0.5,0.5,0.979014693171996,0.0125,0.500888949671774,0.334261838440111,0.16,0.356357927786499,0.357142857142857,"occupied","0-to-3","0-to-9","2-to-5",2022-06-27 15:00:00,"15:00","increase","06-27",0.0654545454545454,0.965568221608373,0.66701030927828,0.257575757575758,0.272727272727273,0.0530973451327434,0.0619469026548673,0.428571428571429,0.5,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.333333333333333,0.5,0.25,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.418822479928636,0.419603033006245,0.657223796033994,0.660056657223796,"on, with AC",0.663419913419912,0.634735899731423,"lower",1,1,0,1
2022-06-27 15:03:00,"Monday","weekday","working",0.11864406779661,"",0.306509945750452,0.52,0.375,0.782608695652174,0.5,0.5,0.972307692307692,0.0166666666666667,0.501709518599563,0.334261838440111,0.16,0.36734693877551,0.428571428571429,"occupied","0-to-3","0-to-9","2-to-5",2022-06-27 15:00:00,"15:00","increase","06-27",0.0690909090909091,0.958020464537214,0.0608247422679196,0.272727272727273,0.272727272727273,0.0619469026548673,0.0570304818092429,0.5,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006245,0.419603033006245,0.660056657223796,0.660056657223796,"on, with AC",0.659090909090909,0.622202327663384,"lower",1,1,0,1
2022-06-27 15:05:00,"Monday","weekday","working",0.152542372881356,"",0.308318264014467,0.52,0.375,0.782608695652174,0.5,0.5,0.965600691443388,0.0208333333333334,0.502530087527352,0.334261838440111,0.16,0.370486656200942,0.5,"occupied","4-and-higher","0-to-9","2-to-5",2022-06-27 15:30:00,"15:30","increase","06-27",0.0727272727272728,0.950472707466055,0.0731958762885277,0.272727272727273,0.257575757575758,0.0570304818092429,0.0442477876106195,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006245,0.419603033006253,0.660056657223796,0.660056657223796,"on, with AC",0.648268398268397,0.60787824529991,"lower",1,1,0,1
2022-06-27 15:07:00,"Monday","weekday","working",0.169491525423729,"",0.298372513562387,0.52,0.375,0.782608695652174,0.5,0.5,0.958893690579084,0.025,0.503350656455146,0.334261838440111,0.16,0.353218210361067,0.571428571428571,"occupied","4-and-higher","0-to-9","2-to-5",2022-06-27 15:30:00,"15:30","increase","06-27",0.0763636363636364,0.942924950394896,0.0855670103092061,0.257575757575758,0.242424242424242,0.0442477876106195,0.0462143559488692,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006253,0.419603033006245,0.660056657223796,0.660056657223796,"on, with AC",0.641774891774891,0.585496866606982,"lower",1,1,0,1
2022-06-27 15:09:00,"Monday","weekday","working",0.169491525423729,"",0.290235081374322,0.52,0.375,0.782608695652174,0.5,0.5,0.952186689714779,0.0291666666666667,0.504171225382935,0.334261838440111,0.16,0.339089481946625,0.642857142857143,"occupied","4-and-higher","0-to-9","2-to-5",2022-06-27 15:30:00,"15:30","unchanged","06-27",0.08,0.935377193323737,0.0979381443298143,0.242424242424242,0.242424242424242,0.0462143559488692,0.0491642084562439,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006245,0.419603033006245,0.660056657223796,0.660056657223796,"on, with AC",0.62121212121212,0.550581915846016,"lower",1,1,0,1
2022-06-27 15:11:00,"Monday","weekday","working",0.169491525423729,"",0.284810126582278,0.52,0.375,0.782608695652174,0.5,0.5,0.945479688850475,0.0333333333333333,0.504991794310725,0.334261838440111,0.16,0.32967032967033,0.714285714285714,"occupied","4-and-higher","0-to-9","2-to-5",2022-06-27 15:30:00,"15:30","unchanged","06-27",0.0836363636363636,0.927829436252578,0.110309278350422,0.242424242424242,0.242424242424242,0.0491642084562439,0.048180924287119,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006245,0.419603033006245,0.660056657223796,0.660056657223796,"on, with AC",0.599567099567099,0.527305282005371,"lower",1,1,0,1
2022-06-27 15:13:00,"Monday","weekday","working",0.169491525423729,"",0.278481012658228,0.52,0.375,0.782608695652174,0.5,0.5,0.938772687986171,0.0375,0.505812363238514,0.334261838440111,0.16,0.318681318681319,0.785714285714286,"occupied","4-and-higher","0-to-9","2-to-5",2022-06-27 15:30:00,"15:30","unchanged","06-27",0.0872727272727273,0.920281679181419,0.122680412371031,0.242424242424242,0.257575757575758,0.048180924287119,0.0471976401179941,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006245,0.419603033006245,0.660056657223796,0.660056657223796,"on, with AC",0.593073593073593,0.522829006266786,"lower",1,1,0,1
2022-06-27 15:15:00,"Monday","weekday","working",0.186440677966102,"",0.27124773960217,0.52,0.375,0.782608695652174,0.5,0.5,0.932065687121867,0.0416666666666666,0.506632932166303,0.334261838440111,0.16,0.306122448979592,0.857142857142857,"occupied","4-and-higher","0-to-9","2-to-5",2022-06-27 15:30:00,"15:30","increase","06-27",0.0909090909090909,0.91273392211026,0.135051546391639,0.257575757575758,0.257575757575758,0.0471976401179941,0.0432645034414946,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006245,0.419603033006245,0.660056657223796,0.660056657223796,"on, with AC",0.594155844155843,0.526410026857654,"lower",1,1,0,1
2022-06-27 15:17:00,"Monday","weekday","working",0.203389830508475,"",0.260397830018083,0.52,0.375,0.782608695652174,0.5,0.5,0.925358686257562,0.0458333333333333,0.507453501094092,0.334261838440111,0.16,0.287284144427002,0.928571428571429,"occupied","4-and-higher","0-to-9","6-and-higher",2022-06-27 15:30:00,"15:30","increase","06-27",0.0945454545454545,0.905186165039101,0.147422680412247,0.257575757575758,0.242424242424242,0.0432645034414946,0.0373647984267453,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006245,0.419603033006253,0.660056657223796,0.660056657223796,"on, with AC",0.597402597402598,0.531781557743957,"lower",1,1,0,1
2022-06-27 15:19:00,"Monday","weekday","working",0.203389830508475,"",0.244122965641953,0.52,0.375,0.782608695652174,0.5,0.5,0.918651685393258,0.05,0.508274070021886,0.334261838440111,0.16,0.259026687598116,1,"occupied","4-and-higher","0-to-9","6-and-higher",2022-06-27 15:30:00,"15:30","unchanged","06-27",0.0981818181818182,0.897638407967942,0.159793814432925,0.242424242424242,0.242424242424242,0.0373647984267453,0.0383480825958702,0.428571428571429,0.428571428571429,0.285714285714286,0.285714285714286,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.380620248259644,0.380620248259644,0.377049180327869,0.377049180327869,0.419603033006253,0.419603033006245,0.660056657223796,0.660056657223796,"on, with AC",0.60064935064935,0.53983885407341,"lower",1,1,0,1
