"time","dayOfWeek","weekDay","workHour","people","occupancyNote","inCo2","inPressure","inTemp","inHumid","inPart2_5","inPart10","outHumid","outTemp","outPressure","windSpeed","peopleEvery30Min","dCo2since30Min","dMinSince30Min","people2Bin","people2EqualBin","people3Bin","people3EqualBin","peopleChange","halfHour","halfHour2","people_dlag1","people_dlead1","inCo2_dlag1","inCo2_dlead1","inPressure_dlag1","inPressure_dlead1","inTemp_dlag1","inTemp_dlead1","inHumid_dlag1","inHumid_dlead1","inPart2_5_dlag1","inPart2_5_dlead1","inPart10_dlag1","inPart10_dlead1","outHumid_dlag1","outHumid_dlead1","outTemp_dlag1","outTemp_dlead1","outPressure_dlag1","outPressure_dlead1","windSpeed_dlag1","windSpeed_dlead1","ventilationA","ventilationB1","ventilationB2"
2022-06-16 10:59:00,"Thursday","weekday","working",0.271565495207668,"",0.354526606772633,0.666666666666667,0.5,0.173913043478261,0.75,1,0.0800391840497868,0.439330543933054,0.659447194719469,0.669467787114846,0.23546511627907,0.404866683924411,0,"occupied","4-and-higher","0-to-9","6-and-higher","increase",2022-06-16 11:00:00,"11:00",0.395010395010395,0.311850311850312,0.18288831467126,0.154608096468561,0.375,0.375,0.428571428571429,0.142857142857143,0.5,0.333333333333333,0.5,0.166666666666667,0.5,0,0.419638996973627,0.41670719844358,0.319327731092437,0.445378151260504,0.396739130434783,0.412297527706735,0.695290858725762,0.457063711911357,0.857142857142857,0,0.857142857142857
2022-06-16 13:47:00,"Thursday","weekday","working",0.156549520766773,"",0.332273669661368,0.666666666666667,0.375,0.0869565217391304,0.25,0.333333333333333,0.0775383196957474,0.564853556485356,0.669485698569854,0.467787114845938,0.209302325581395,0.359306238674605,1,"occupied","0-to-3","0-to-9","2-to-5","decrease",2022-06-16 14:00:00,"14:00",0.311850311850312,0.386694386694387,0.154608096468561,0.152598334768877,0.375,0.375,0.142857142857143,0.285714285714286,0.333333333333333,0.583333333333333,0.166666666666667,0.5,0,0.5,0.41670719844358,0.423259835711198,0.445378151260504,0.319327731092437,0.412297527706735,0.394075021312875,0.457063711911357,0.692520775623269,1,1,0
2022-06-16 14:01:00,"Thursday","weekday","working",0.156549520766773,"",0.308085694540428,0.666666666666667,0.375,0.130434782608696,0.25,0.333333333333333,0.0806269447965887,0.564853556485356,0.667766776677667,0.504201680672269,0.130813953488372,0.404866683924411,0,"occupied","0-to-3","0-to-9","2-to-5","unchanged",2022-06-16 14:00:00,"14:00",0.386694386694387,0.422037422037422,0.152598334768877,0.148291702555268,0.375,0.375,0.285714285714286,0.285714285714286,0.583333333333333,0.5,0.5,0.5,0.5,0.5,0.423259835711198,0.394293125810636,0.319327731092437,0.319327731092437,0.394075021312875,0.398231031543051,0.692520775623269,0.656509695290859,1,1,0
2022-06-16 14:15:00,"Thursday","weekday","working",0.210862619808307,"",0.279751209398756,0.666666666666667,0.375,0.130434782608696,0.25,0.333333333333333,0.0590065690906995,0.564853556485356,0.668729372937292,0.504201680672269,0.130813953488372,0.298731555785659,1,"occupied","4-and-higher","0-to-9","2-to-5","increase",2022-06-16 14:30:00,"14:30",0.422037422037422,0.395010395010395,0.148291702555268,0.147143267298306,0.375,0.375,0.285714285714286,0.285714285714286,0.5,0.583333333333333,0.5,0.5,0.5,0.5,0.394293125810636,0.408776480760917,0.319327731092437,0.319327731092437,0.398231031543051,0.398231031543051,0.656509695290859,0.656509695290859,1,1,0
2022-06-16 14:29:00,"Thursday","weekday","working",0.223642172523962,"",0.250310988251555,0.666666666666667,0.375,0.173913043478261,0.25,0.333333333333333,0.0497406937881757,0.564853556485356,0.669691969196917,0.504201680672269,0.191860465116279,0.404866683924411,0,"occupied","4-and-higher","0-to-9","2-to-5","increase",2022-06-16 14:30:00,"14:30",0.395010395010395,0.38045738045738,0.147143267298306,0.156187194946885,0.375,0.375,0.285714285714286,0.285714285714286,0.583333333333333,0.5,0.5,0.5,0.5,0.5,0.408776480760917,0.444984868136619,0.319327731092437,0.319327731092437,0.398231031543051,0.398231031543058,0.656509695290859,0.656509695290859,1,1,0
2022-06-16 14:43:00,"Thursday","weekday","working",0.21405750798722,"",0.229578438147892,0.666666666666667,0.375,0.173913043478261,0.25,0.333333333333333,0.0713610694940648,0.564853556485356,0.670654565456547,0.504201680672269,0.191860465116279,0.327206834066787,1,"occupied","4-and-higher","0-to-9","2-to-5","decrease",2022-06-16 15:00:00,"15:00",0.38045738045738,0.324324324324324,0.156187194946885,0.14886592018375,0.375,0.375,0.285714285714286,0.285714285714286,0.5,0.5,0.5,0.5,0.5,0.5,0.444984868136619,0.438121487246001,0.319327731092437,0.323529411764706,0.398231031543058,0.398231031543051,0.656509695290859,0.656509695290859,1,1,0
2022-06-16 14:57:00,"Thursday","weekday","working",0.118210862619808,"",0.201796821008984,0.666666666666667,0.375,0.173913043478261,0.25,0.333333333333333,0.0871268871729861,0.569037656903766,0.671617161716172,0.504201680672269,0.0959302325581395,0.404866683924411,0,"occupied","0-to-3","0-to-9","2-to-5","decrease",2022-06-16 15:00:00,"15:00",0.324324324324324,0.363825363825364,0.14886592018375,0.167527993109388,0.375,0.375,0.285714285714286,0.285714285714286,0.5,0.5,0.5,0.5,0.5,0.5,0.438121487246001,0.396941201902291,0.323529411764706,0.348739495798319,0.398231031543051,0.395886615515772,0.656509695290859,0.626038781163435,1,1,0
2022-06-16 15:11:00,"Thursday","weekday","working",0.0830670926517572,"",0.191983413959917,0.666666666666667,0.375,0.173913043478261,0.25,0.333333333333333,0.0677653566901003,0.598326359832636,0.671067106710672,0.473389355742297,0.0959302325581395,0.368107688325136,1,"empty","0-to-3","0-to-9","0-to-1","decrease",2022-06-16 15:30:00,"15:30",0.363825363825364,0.41995841995842,0.167527993109388,0.161355153603216,0.375,0.375,0.285714285714286,0.285714285714286,0.5,0.583333333333333,0.5,0.5,0.5,0.5,0.396941201902291,0.396941201902292,0.348739495798319,0.348739495798319,0.395886615515772,0.395247229326515,0.626038781163435,0.617728531855956,1,1,0
2022-06-16 15:25:00,"Thursday","weekday","working",0.134185303514377,"",0.176226675881133,0.666666666666667,0.375,0.217391304347826,0.25,0.333333333333333,0.0484038262072145,0.627615062761506,0.670104510451047,0.434173669467787,0.11046511627907,0.404866683924411,0,"occupied","0-to-3","0-to-9","2-to-5","increase",2022-06-16 15:30:00,"15:30",0.41995841995842,0.37006237006237,0.161355153603216,0.189204708584553,0.375,0.375,0.285714285714286,0.285714285714286,0.583333333333333,0.5,0.5,0.5,0.5,0.5,0.396941201902292,0.416990920881971,0.348739495798319,0.289915966386555,0.395247229326515,0.395247229326507,0.617728531855956,0.617728531855956,1,1,0
2022-06-16 15:39:00,"Thursday","weekday","working",0.108626198083067,"",0.18728403593642,0.666666666666667,0.375,0.217391304347826,0.25,0.333333333333333,0.0461449809842111,0.598326359832636,0.669141914191417,0.394957983193277,0.11046511627907,0.446285270515143,1,"occupied","0-to-3","0-to-9","2-to-5","decrease",2022-06-16 16:00:00,"16:00",0.37006237006237,0.345114345114345,0.189204708584553,0.169681309216193,0.375,0.375,0.285714285714286,0.142857142857143,0.5,0.583333333333333,0.5,0.5,0.5,0.5,0.416990920881971,0.416990920881972,0.289915966386555,0.289915966386554,0.395247229326507,0.395247229326515,0.617728531855956,0.617728531855956,1,1,0
