station,valid,tmpc
EHBK,2022-07-11 15:55,21.00
EHBK,2022-07-11 16:25,21.00
EHBK,2022-07-11 16:55,21.00
EHBK,2022-07-11 17:25,21.00
EHBK,2022-07-11 17:55,21.00
EHBK,2022-07-11 18:25,20.00
EHBK,2022-07-11 18:55,19.00
EHBK,2022-07-11 19:25,19.00
EHBK,2022-07-11 19:55,17.00
EHBK,2022-07-11 20:25,17.00
EHBK,2022-07-11 20:55,16.00
EHBK,2022-07-11 21:25,16.00
EHBK,2022-07-11 21:55,16.00
EHBK,2022-07-11 22:25,15.00
EHBK,2022-07-11 22:55,16.00
EHBK,2022-07-11 23:25,15.00
EHBK,2022-07-11 23:55,15.00
